co_ref,total_interactions,interactions_14_days,pre_renewal_interactions,last_moment_engagement_ratio,complaints,negative_experience,support_issues,financial_stress,price_dissatisfaction,avg_sentiment_x,avg_sentiment_y,avg_sentiment,agent_followups,engagement_score
HZ9167,6,0,0,0.0,NoNoNoNoNoNo,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,NoNoNoNoNoNo,NoNoNoNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,0.0,0.0,0.0,0.0,0.0
HZ9981,8,0,4,0.0,YesYesYesYesNoNoNoNo,YesYesYesYesNoNoNoNo,YesYesYesYesNoNoNoNo,NoNoNoNoNot DiscussedNot DiscussedNot DiscussedNot Discussed,NoNoNoNoNot DiscussedNot DiscussedNot DiscussedNot Discussed,50.0,50.0,50.0,16.0,0.0
HZ9990,3,0,0,0.0,NoNoNo,YesYesYes,NoNoNo,Not DiscussedNot DiscussedNot Discussed,NoNoNo,50.0,50.0,50.0,6.0,0.0
IA0775,6,2,0,0.2857142857142857,NoNoNoNoNoNo,NoNoNoNoNoNo,NoNoNoNoNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,50.0,50.0,50.0,8.0,0.0
IA0946,9,3,3,0.3,NoNoNoNoNoNoNoNoNo,NoNoNoNoNoNoNoNoNo,NoNoNoNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,NoNoNoNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,83.33333333333333,83.33333333333333,83.33333333333333,0.0,0.0
IA1185,12,3,3,0.23076923076923078,NoNoNoNoNoNoNoNoNoNoNoNo,NoNoNoNoNoNoNot DiscussedNot DiscussedNot DiscussedNoNoNo,NoNoNoNoNoNoNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,NoNoNoNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNoNoNo,NoNoNoNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,65.0,65.0,65.0,15.0,0.0
IA1315,2,1,0,0.3333333333333333,NoNo,YesNo,NoNo,NoYes,NoNo,0.0,0.0,0.0,0.0,0.0
IA1328,4,0,2,0.0,NoNoNoNo,NoNoNoNo,NoNoNoNo,Not DiscussedNot DiscussedNoNo,Not DiscussedNot DiscussedNot DiscussedNot Discussed,80.0,80.0,80.0,2.0,0.0
IA1433,9,3,3,0.3,NoNoNoNoNoNoNoNoNo,NoNoNoNoNoNoNoNoNo,NoNoNoNoNoNoNoNoNo,NoNoNoNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,NoNoNoNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,50.0,50.0,50.0,3.0,0.0
IA2141,9,3,0,0.3,NoNoNoNoNoNoNoNoNo,Not DiscussedNot DiscussedNot DiscussedNoNoNoNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNoNoNoNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,NoNoNoNoNoNoNot DiscussedNot DiscussedNot Discussed,50.0,50.0,50.0,24.0,0.0
IA2619,9,3,0,0.3,YesYesYesNoNoNoNoNoNo,YesYesYesNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,YesYesYesNoNoNoNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,50.0,50.0,50.0,3.0,0.0
IA2771,8,2,2,0.2222222222222222,NoNoNoNoNoNoNoNo,Not DiscussedNot DiscussedNoNoNot DiscussedNot DiscussedNoNo,Not DiscussedNot DiscussedNoNoNot DiscussedNot DiscussedNoNo,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNoNo,50.0,50.0,50.0,10.0,0.0
IA2780,12,3,3,0.23076923076923078,NoNoNoNoNoNoNoNoNoNoNoNo,NoNoNoNoNoNoNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,NoNoNoNoNoNoNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,NoNoNoNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNoNoNo,50.0,50.0,50.0,18.0,0.0
IA2991,6,0,0,0.0,NoNoNoNoNoNo,NoNoNoNoNoNo,NoNoNoNoNoNo,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,NoNoNoYesYesYes,50.0,50.0,50.0,12.0,0.0
IA3791,8,4,0,0.4444444444444444,NoNoNoNoNoNoNoNo,NoNoNoNoNot DiscussedNot DiscussedNot DiscussedNot Discussed,NoNoNoNoNot DiscussedNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,50.0,50.0,50.0,4.0,0.0
IA4292,12,3,3,0.23076923076923078,YesYesYesNoNoNoNoNoNoNoNoNo,YesYesYesYesYesYesNot DiscussedNot DiscussedNot DiscussedNoNoNo,YesYesYesNoNoNoNot DiscussedNot DiscussedNot DiscussedNoNoNo,YesYesYesNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,YesYesYesNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,30.0,30.0,30.0,39.0,0.0
IA4599,12,4,4,0.3076923076923077,NoNoNoNoNoNoNoNoNoNoNoNo,YesYesYesYesNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,NoNoNoNoNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,50.0,50.0,50.0,12.0,0.0
IA4887,3,1,1,0.25,NoNoNo,NoNoNo,NoNoNo,NoNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot Discussed,65.0,65.0,65.0,3.0,0.0
IA5620,9,0,3,0.0,NoNoNoNoNoNoNoNoNo,NoNoNoNoNoNoNoNoNo,NoNoNoNoNoNoNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNoNoNo,50.0,50.0,50.0,0.0,0.0
IA5859,24,4,4,0.16,No_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNo,No_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailYesYesYesYesNoNoNoNoNoNoNoNoNoNoNoNo,No_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNo,No_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNo,No_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNot DiscussedNot DiscussedNot DiscussedNot DiscussedNoNoNoNoNoNoNoNoNoNoNoNo,50.0,50.0,50.0,0.0,0.0
IA5861,9,3,3,0.3,NoNoNoNoNoNoNoNoNo,NoNoNoNoNoNoNoNoNo,NoNoNoNoNoNoNoNoNo,Not DiscussedNot DiscussedNot DiscussedNoNoNoNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,50.0,50.0,50.0,9.0,0.0
IA6234,9,0,3,0.0,NoNoNoNoNoNoNoNoNo,YesYesYesNoNoNoNot DiscussedNot DiscussedNot Discussed,YesYesYesNoNoNoNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,YesYesYesNoNoNoNot DiscussedNot DiscussedNot Discussed,46.666666666666664,46.666666666666664,46.666666666666664,21.0,0.0
IA7024,9,3,0,0.3,NoNoNoNoNoNoNoNoNo,NoNoNoNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,NoNoNoNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,0.0,0.0,0.0,0.0,0.0
IA8224,12,3,3,0.23076923076923078,YesYesYesNoNoNoNoNoNoNoNoNo,YesYesYesNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNoNoNoNoNoNo,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,50.0,50.0,50.0,3.0,0.0
IA8488,8,4,0,0.4444444444444444,NoNoNoNoNoNoNoNo,NoNoNoNoNot DiscussedNot DiscussedNot DiscussedNot Discussed,NoNoNoNoNot DiscussedNot DiscussedNot DiscussedNot Discussed,NoNoNoNoNot DiscussedNot DiscussedNot DiscussedNot Discussed,NoNoNoNoNot DiscussedNot DiscussedNot DiscussedNot Discussed,50.0,50.0,50.0,12.0,0.0
IA8650,4,1,1,0.2,NoNoNoNo,YesYesNot DiscussedNo,Not DiscussedYesNot DiscussedNo,Not DiscussedNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot Discussed,50.0,50.0,50.0,7.0,0.0
IA8746,9,3,0,0.3,NoNoNoNoNoNoNoNoNo,Not DiscussedNot DiscussedNot DiscussedNoNoNoNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNoNoNoNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNoNoNoNot DiscussedNot DiscussedNot Discussed,50.0,50.0,50.0,6.0,0.0
IA9137,9,0,3,0.0,NoNoNoNoNoNoNoNoNo,YesYesYesNoNoNoNoNoNo,YesYesYesNot DiscussedNot DiscussedNot DiscussedNoNoNo,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,NoNoNoNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,65.0,65.0,65.0,15.0,0.0
IA9402,6,0,3,0.0,NoNoNoNoNoNo,YesYesYesNot DiscussedNot DiscussedNot Discussed,YesYesYesNot DiscussedNot DiscussedNot Discussed,YesYesYesNot DiscussedNot DiscussedNot Discussed,YesYesYesNoNoNo,50.0,50.0,50.0,15.0,0.0
IA9899,4,1,1,0.2,YesNoNoNo,YesNoNoNo,YesNoNoNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNoNot Discussed,60.0,60.0,60.0,3.0,0.0
IB0180,20,4,4,0.19047619047619047,No_EmailNo_EmailNo_EmailNo_EmailYesYesYesYesNoNoNoNoNoNoNoNoNoNoNoNo,No_EmailNo_EmailNo_EmailNo_EmailYesYesYesYesYesYesYesYesNoNoNoNoNoNoNoNo,No_EmailNo_EmailNo_EmailNo_EmailYesYesYesYesNoNoNoNoNoNoNoNoNoNoNoNo,No_EmailNo_EmailNo_EmailNo_EmailNot DiscussedNot DiscussedNot DiscussedNot DiscussedNoNoNoNoNot DiscussedNot DiscussedNot DiscussedNot DiscussedNoNoNoNo,No_EmailNo_EmailNo_EmailNo_EmailNoNoNoNoNot DiscussedNot DiscussedNot DiscussedNot DiscussedNoNoNoNoNoNoNoNo,50.0,50.0,50.0,0.0,0.0
IB0267,6,0,3,0.0,NoNoNoNoNoNo,NoNoNoNoNoNo,Not DiscussedNot DiscussedNot DiscussedNoNoNo,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,50.0,50.0,50.0,9.0,0.0
IB0400,12,4,4,0.3076923076923077,NoNoNoNoNoNoNoNoNoNoNoNo,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNoNoNoNo,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNoNoNoNo,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNoNoNoNo,0.0,0.0,0.0,0.0,0.0
IB1322,2,0,1,0.0,NoNo,NoNo,NoNot Discussed,Not DiscussedNot Discussed,Not DiscussedNot Discussed,50.0,50.0,50.0,4.0,0.0
IB1595,9,0,3,0.0,YesYesYesNoNoNoNoNoNo,YesYesYesNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,YesYesYesNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,YesYesYesNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,YesYesYesNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,20.0,20.0,20.0,9.0,0.0
IB1719,3,1,1,0.25,NoNoNo,NoNoNo,NoNoNo,Not DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot Discussed,50.0,50.0,50.0,5.0,0.0
IB2418,6,0,3,0.0,NoNoNoNoNoNo,YesYesYesNot DiscussedNot DiscussedNot Discussed,YesYesYesNot DiscussedNot DiscussedNot Discussed,YesYesYesNot DiscussedNot DiscussedNot Discussed,YesYesYesNot DiscussedNot DiscussedNot Discussed,50.0,50.0,50.0,3.0,0.0
IB2657,6,0,0,0.0,NoNoNoNoNoNo,YesYesYesNoNoNo,NoNoNoNoNoNo,Not DiscussedNot DiscussedNot DiscussedNoNoNo,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,50.0,50.0,50.0,6.0,0.0
IB2790,8,0,4,0.0,NoNoNoNoNoNoNoNo,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNoNoNoNo,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNoNoNoNo,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNoNoNoNo,50.0,50.0,50.0,8.0,0.0
IB2806,12,0,4,0.0,NoNoNoNoNoNoNoNoNoNoNoNo,NoNoNoNoNot DiscussedNot DiscussedNot DiscussedNot DiscussedNoNoNoNo,NoNoNoNoNot DiscussedNot DiscussedNot DiscussedNot DiscussedNoNoNoNo,YesYesYesYesNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNoNoNoNo,65.0,65.0,65.0,16.0,0.0
IB2989,24,4,4,0.16,No_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNo,No_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNot DiscussedNot DiscussedNot DiscussedNot DiscussedNoNoNoNoNoNoNoNoNot DiscussedNot DiscussedNot DiscussedNot Discussed,No_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNoNoNoNoNoNoNoNoNoNoNoNoNot DiscussedNot DiscussedNot DiscussedNot Discussed,No_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNoNoNoNoNoNoNoNoNoNoNoNoNot DiscussedNot DiscussedNot DiscussedNot Discussed,No_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNoNoNoNoNot DiscussedNot DiscussedNot DiscussedNot Discussed,80.0,80.0,80.0,0.0,0.0
IB3029,12,3,3,0.23076923076923078,NoNoNoNoNoNoNoNoNoNoNoNo,NoNoNoNot DiscussedNot DiscussedNot DiscussedNoNoNoNoNoNo,NoNoNoNoNoNoNoNoNoNoNoNo,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,60.0,60.0,60.0,9.0,0.0
IB3135,6,3,0,0.42857142857142855,NoNoNoNoNoNo,YesYesYesNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,80.0,80.0,80.0,12.0,0.0
IB3411,24,8,4,0.32,No_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNo,No_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNo,No_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNoNoNoNoNoNoNoNoNoNoNoNoNot DiscussedNot DiscussedNot DiscussedNot Discussed,No_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNoNoNoNoNoNoNoNoNoNoNoNoNot DiscussedNot DiscussedNot DiscussedNot Discussed,No_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNoNoNoNoNoNoNoNoNoNoNoNoNot DiscussedNot DiscussedNot DiscussedNot Discussed,50.0,50.0,50.0,0.0,0.0
IB3603,9,3,0,0.3,NoNoNoNoNoNoNoNoNo,NoNoNoNoNoNoNoNoNo,NoNoNoNoNoNoNoNoNo,NoNoNoNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,NoNoNoNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,70.0,70.0,70.0,3.0,0.0
IB4676,12,3,3,0.23076923076923078,NoNoNoNoNoNoNoNoNoNoNoNo,NoNoNoNoNoNoNoNoNoNoNoNo,NoNoNoNoNoNoNoNoNoNoNoNo,NoNoNoYesYesYesNot DiscussedNot DiscussedNot DiscussedYesYesYes,NoNoNoNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,62.5,62.5,62.5,15.0,0.0
IB4692,4,0,0,0.0,NoNoNoNo,NoNoNoNo,NoNoNoNo,Not DiscussedNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot Discussed,65.0,65.0,65.0,4.0,0.0
IB5428,6,0,0,0.0,NoNoNoNoNoNo,NoNoNoNot DiscussedNot DiscussedNot Discussed,NoNoNoNot DiscussedNot DiscussedNot Discussed,NoNoNoNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNoNoNo,50.0,50.0,50.0,9.0,0.0
IB5740,16,4,0,0.23529411764705882,No_EmailNo_EmailNo_EmailNo_EmailNoNoNoNoNoNoNoNoNoNoNoNo,No_EmailNo_EmailNo_EmailNo_EmailNoNoNoNoNoNoNoNoNoNoNoNo,No_EmailNo_EmailNo_EmailNo_EmailNoNoNoNoNoNoNoNoNoNoNoNo,No_EmailNo_EmailNo_EmailNo_EmailNot DiscussedNot DiscussedNot DiscussedNot DiscussedNoNoNoNoNoNoNoNo,No_EmailNo_EmailNo_EmailNo_EmailNot DiscussedNot DiscussedNot DiscussedNot DiscussedNoNoNoNoNoNoNoNo,50.0,50.0,50.0,0.0,0.0
IB6736,6,3,0,0.42857142857142855,NoNoNoNoNoNo,YesYesYesNot DiscussedNot DiscussedNot Discussed,NoNoNoNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNoNoNo,50.0,50.0,50.0,9.0,0.0
IB7570,24,8,0,0.32,No_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailYesYesYesYesNoNoNoNoNoNoNoNo,No_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailYesYesYesYesNoNoNoNoNoNoNoNo,No_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailYesYesYesYesNoNoNoNoNoNoNoNo,No_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNoNoNoNoNoNoNoNoNoNoNoNo,No_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNo_EmailNoNoNoNoNoNoNoNoNoNoNoNo,50.0,50.0,50.0,0.0,0.0
IB7676,9,3,3,0.3,NoNoNoNoNoNoNoNoNo,Not DiscussedNot DiscussedNot DiscussedNoNoNoNoNoNo,Not DiscussedNot DiscussedNot DiscussedNoNoNoNoNoNo,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNoNoNoNot DiscussedNot DiscussedNot Discussed,50.0,50.0,50.0,9.0,0.0
IB8356,6,0,3,0.0,NoNoNoNoNoNo,YesYesYesNoNoNo,NoNoNoNoNoNo,Not DiscussedNot DiscussedNot DiscussedNoNoNo,YesYesYesNoNoNo,50.0,50.0,50.0,9.0,0.0
IB8632,12,3,3,0.23076923076923078,NoNoNoNoNoNoNoNoNoNoNoNo,NoNoNoNot DiscussedNot DiscussedNot DiscussedNoNoNoNot DiscussedNot DiscussedNot Discussed,NoNoNoNot DiscussedNot DiscussedNot DiscussedNoNoNoNot DiscussedNot DiscussedNot Discussed,NoNoNoNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNoNoNoNot DiscussedNot DiscussedNot Discussed,50.0,50.0,50.0,12.0,0.0
IB8803,6,2,2,0.2857142857142857,NoNoNoNoNoNo,NoNoNot DiscussedNot DiscussedNoNo,NoNoNot DiscussedNot DiscussedNoNo,NoNoNot DiscussedNot DiscussedNoNo,NoNoNot DiscussedNot DiscussedNoNo,50.0,50.0,50.0,2.0,0.0
IB8898,9,3,0,0.3,NoNoNoNoNoNoNoNoNo,NoNoNoNoNoNoNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,NoNoNoNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,50.0,50.0,50.0,9.0,0.0
IB9179,3,1,1,0.25,NoYesNo,YesYesNot Discussed,NoYesNot Discussed,NoYesNot Discussed,NoYesNot Discussed,0.0,0.0,0.0,0.0,0.0
IB9243,16,4,4,0.23529411764705882,NoNoNoNoNoNoNoNoNoNoNoNoNoNoNoNo,YesYesYesYesNoNoNoNoNoNoNoNoNot DiscussedNot DiscussedNot DiscussedNot Discussed,NoNoNoNoNoNoNoNoNoNoNoNoNot DiscussedNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNoNoNoNoNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,65.0,65.0,65.0,32.0,0.0
IC0438,12,4,4,0.3076923076923077,NoNoNoNoNoNoNoNoNoNoNoNo,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNoNoNoNoNot DiscussedNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNoNoNoNoNot DiscussedNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,Not DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot DiscussedNot Discussed,50.0,50.0,50.0,0.0,0.0
